bioguide id,name,state,role,education
H001091,Ashley Hinson,Iowa,Representative,"B.A., University of Southern California, Los Angeles, Calif., 2004"
N000193,Zachary Nunn,Iowa,Representative,"B.A., Drake University, Des Moines, Iowa, 2002; M.S., Air Command and Staff College, Montgomery, Alabama; M. St., Cambridge University, Cambridge, England, 2007"
F000446,Randy Feenstra,Iowa,Representative,"B.A., Dordt College, Sioux Center, Iowa, 1991; M.P.A., Iowa State University, Ames, Iowa; Ph.D., Northcentral University, La Jolla, Calif., 2022"
R000584,James E. Risch,Idaho,Senator,"B.A., attended the University of Wisconsin, Milwaukee, 1961-1963; B.S. in Forestry, University of Idaho, 1965; J.D., University of Idaho College of Law, 1968; Ada County, Idaho, prosecuting attorney, 1970-1974"
C000880,Mike Crapo,Idaho,Senator,"B.A., Brigham Young University 1973; J.D., Harvard University School of Law 1977; admitted to the bar in 1977"
F000469,Russ Fulcher,Idaho,Representative,"B.S., Boise State University, Boise, Idaho, 1984; M.B.A., Boise State University, Boise, Idaho, 1988"
S001148,Michael K. Simpson,Idaho,Representative,"B.S., Utah State University, Logan, Utah, 1972; D.M.D., Washington University School of Dental Medicine, St. Louis, Mo., 1978"
D000563,Richard J. Durbin,Illinois,Senator,"B.S., Georgetown University School of Foreign Service, Washington, DC 1966; intern in the office of Illinois Senator Paul Douglas during his senior year in college; J.D., Georgetown University Law Center 1969; admitted to the Illinois bar 1969, and commenced practice in Springfield; legal counsel to Illinois Lieutenant Governor Paul Simon 1969-1972; legal counsel, Illinois State senate judiciary committee 1972-1982; Democratic nominee for lieutenant governor of Illinois 1978; associate professor, Southern Illinois University School of Medicine, Springfield 1978-1983; delegate, Democratic National Conventions 1984, 1988, 1992 and 1996; chairman of Illinois state delegation in 1996"
D000622,Tammy Duckworth,Illinois,Senator,"B.A., University of Hawaii, Manoa, Hawaii, 1989; M.A., The George Washington University, Washington, D.C., 1992; attended Northern Illinois University, DeKalb, Ill.; helicopter pilot, U.S. Army Reserve, 1992-1996; Illinois Army National Guard, 1996-2014, attaining the rank of lieutenant colonel"
J000309,Jonathan L. Jackson,Illinois,Representative,"B.S. North Carolina Agricultural and Technical University, Greensboro, NC, 1988; M.B.A., Northwestern University, Evanston, Ill., 1991"
K000385,Robin L. Kelly,Illinois,Representative,"B.A., Bradley University, Peoria, Ill., 1977; M.A., Bradley University, Peoria, Ill., 1982; Ph.D., Northern Illinois University, DeKalb, Ill., 2004"
R000617,Delia C. Ramirez,Illinois,Representative,"B.A., Northeastern Illinois University, Chicago, Ill."
G000586,"Jesús G. ""Chuy"" García",Illinois,Representative,"B.A., University of Illinois, Chicago, Ill., 1999; M.A., University of Illinois, Chicago, Ill., 2002; member of the Cook County, Ill., Democratic party, 1984-2000; member of the Chicago, Ill., city council, 1986-1992; member of the Illinois state senate, 1993-1999; member of the Cook County, Ill., board of commissioners, 2010-2018"
Q000023,Mike Quigley,Illinois,Representative,"B.A., Roosevelt University, Chicago, Ill., 1981; M.P.P., University of Chicago, Chicago, Ill., 1985; J.D., Loyola University School of Law, Chicago, Ill., 1989"
C001117,Sean Casten,Illinois,Representative,"B.A., Middlebury College, Middlebury, Vt., 1993; M.S., Dartmouth College, Hanover, N.H., 1998; M.E.M., Dartmouth College, Hanover, N.H., 1998"
D000096,Danny K. Davis,Illinois,Representative,"B.A., Arkansas A.M.&N. College, Pine Bluff, Ark., 1961; M.S., Chicago State University, Chicago, Ill., 1968; Ph.D., Union Institute, Cincinnati, Ohio, 1977; clerk, Chicago, Ill., Post Office, 1961-1965; teacher, Chicago, Ill., public schools, 1962-1968; executive director, Greater Lawndale Conservation Commission, 1969; director of training, Martin L. King Neighborhood Health Center, 1969-1971; executive director, Westside Health Planning Organization, 1975-1981; alderman, Chicago, Ill., city council, 1979-1990; commissioner, Cook County, Ill., board, 1990-1996; college professor"
K000391,Raja Krishnamoorthi,Illinois,Representative,"B.A., Princeton University, Princeton, N.J., 1995; J.D., Harvard Law School, Cambridge, Mass., 2000"
S001145,Janice D. Schakowsky,Illinois,Representative,"B.S., University of Illinois, Urbana-Champaign, Ill., 1965; director, Illinois State Council of Senior Citizens, 1985-1990; member of the Illinois state house of representatives, 1990-1998"
S001190,Bradley Scott Schneider,Illinois,Representative,"B.S., Northwestern University, Evanston, Ill., 1983; M.B.A., Northwestern University, Evanston, Ill., 1988"
F000454,Bill Foster,Illinois,Representative,"B.A. University of Wisconsin, Madison, Dane County, Wis., 1975; Ph.D., Harvard University, Cambridge, Mass., 1984"
B001295,Mike Bost,Illinois,Representative,"Certified Firefighter II Academy, University of Illinois, 1993; United States Marine Corps, 1979-1982"
B001315,Nikki Budzinski,Illinois,Representative,"B.A., University of Illinois, Urbana-Champaign, Ill., 1999"
U000040,Lauren Underwood,Illinois,Representative,"B.S.N., University of Michigan, Ann Arbor, Mich., 2008; M.S.N./M.P.H., Johns Hopkins University, Baltimore, Md., 2009"
M001211,Mary E. Miller,Illinois,Representative,"B.S., Eastern Illinois University, Charleston, Ill., 1981"
L000585,Darin LaHood,Illinois,Representative,"graduated from Spalding Institute, Peoria, Ill., 1986; B.A., Loras College, Dubuque, Iowa, 1990; J.D., John Marshall Law School, Chicago, Ill., 1997"
S001225,Eric Sorensen,Illinois,Representative,"B.S., Northern Illinois University, DeKalb, Ill., 1999"
B001299,Jim Banks,Indiana,Senator,"B.A., Indiana University, Bloomington, Ind., 2004; M.B.A., Grace College and Seminary, Winona Lake, Ind., 2013; United States Navy Reserve, 2012-present, Afghanistan War Veteran, 2014-2015"
Y000064,Todd Young,Indiana,Senator,"B.S., United States Naval Academy, Annapolis, Md., 1995; M.B.A., University of Chicago, Chicago, Ill., 2000; M.A., University of London, London, England, 2001; J.D., Robert H. McKinney School of Law, Indiana University, Indianapolis, Ind., 2006; United States Navy, 1990-1991; United States Marine Corps, 1995-2000; staff, United States Senator Richard Lugar of Indiana, 2001-2003; Orange County, Ind., assistant deputy prosecutor, 2007-2010"
M001214,Frank J. Mrvan,Indiana,Representative,"B.A., Ball State University, Muncie, Ind., 1992"
Y000067,Rudy Yakym III,Indiana,Representative,"A.S., Indiana University South Bend, South Bend, Ind., 2009; B.S., Indiana University South Bend, South Bend, Ind., 2011; M.B.A., University of Notre Dame, Notre Dame, Ind., 2019"
S001188,Marlin A. Stutzman,Indiana,Representative,"attended Trine State University, Angola, Ind.; attended Glen Oaks Community College, Centreville, Mich."
B001307,James R. Baird,Indiana,Representative,"B.S., Purdue University, West Lafayette, Ind., 1967; M.S., Purdue University, West Lafayette, Ind., 1969; Ph.D., University of Kentucky, Lexington, Ky., 1975; United States Army, 1969-1972"
S000929,Victoria Spartz,Indiana,Representative,"B.S., National University of Economics, Kyiv, Ukraine; M.B.A., National University of Economics, Kyiv, Ukraine, 2000; M.P.A, Indiana University Kelley School of Business, Bloomington, Ind. 2006"
S001229,Jefferson Shreve,Indiana,Representative,"B.A., Indiana University, Bloomington, Ind., 1989; M.A., University of London, London, England, 1998; M.B.A., Purdue University, West Lafayette, Ind., 2003"
C001072,André Carson,Indiana,Representative,"B.A., Concordia University Wisconsin, Mequon, Wis., 2003; M.S., Indiana Wesleyan University, Marion, Ind., 2005"
M001233,Mark B. Messmer,Indiana,Representative,"B.S., Purdue University, West Lafayette, Ind., 1985"
H001093,Erin Houchin,Indiana,Representative,"B.A., Indiana University, Bloomington, Ind.; M.A., George Washington University, Washington, D.C."
M000934,Jerry Moran,Kansas,Senator,"graduated University of Kansas, Lawrence, Kans., B.S., 1976; graduated Kansas University School of Law, Lawrence, Kans., J.D., 1981"
M001198,Roger Marshall,Kansas,Senator,"A.S., Butler Community College, El Dorado, Kans., 1980; B.S., Kansas State University, Manhattan, Kan; M.D. University of Kansas School of Medicine, Kansas City, Kans, 1987; United States Army Reserves, 1984-1991"
M000871,Tracey Mann,Kansas,Representative,"B.A., Kansas State University, Manhattan, Kans., 2000"
S001228,Derek Schmidt,Kansas,Representative,"attended Independence Community College, Independence, Kans.; B.S., University of Kansas, Lawrence, Kans., 1990; M.A. University of Leicester; Leicester, United Kingdom, 1993; J.D., Georgetown University, Washington, DC, 1996; S.J.D., University of Kansas School of Law, Lawrence, Kansas, 2015; staff, United States Senator Nancy Landon Kassebuam, 1991-1996; staff, United States Senator Charles Timothy (Chuck) Hagel, 1997-1998"
D000629,Sharice Davids,Kansas,Representative,"attended Haskell Indian Nations University, Lawrence, Kans.; attended University of Kansas, Lawrence, Kans.; A.A., Johnson County Community College, Overland Park, Kans., 2003; B.A., University of Missouri, Kansas City, Mo., 2007; J.D., Cornell University, Ithaca, N.Y., 2010"
E000298,Ron Estes,Kansas,Representative,"B.A., Tennessee Technological University, Cookeville, Tenn., 1973; M.B.A., Tennessee Technological University, Cookeville, Tenn., 1983"
M000355,Mitch McConnell,Kentucky,Senator,"attended Louisville, Ky. public schools; graduated, University of Louisville 1964; graduated, University of Kentucky Law School, Lexington 1967; admitted to the Kentucky bar in 1967; legislative assistant to Senator Marlow Cook 1968-1970; Deputy Assistant United States Attorney for Legislative Affairs 1974-1975; Acting Assistant Attorney General 1975"
P000603,Rand Paul,Kentucky,Senator,"attended Baylor University, 1981-1984; graduated Duke University, M.D., 1988"
C001108,James Comer,Kentucky,Representative,"B.S., Western Kentucky University, Bowling Green, Ky., 1993"
G000558,Brett Guthrie,Kentucky,Representative,"B.S., United States Military Academy, West Point, N.Y., 1987; M.P.P.M., Yale University, New Haven, Conn., 1997; United States Army, 1987-1990; United States Army Reserve, 1990-2002"
M001220,Morgan McGarvey,Kentucky,Representative,"B.A., University of Missouri, Columbia, Missouri, 2002; J.D., University of Kentucky, Lexington, Kentucky, 2007; staff, United States Representative A. B. (Ben) Chandler of Kentucky, 2004"
M001184,Thomas Massie,Kentucky,Representative,"B.S., Massachusetts Institute of Technology, Cambridge, Mass., 1993, M.S., Massachusetts Institute of Technology, Cambridge, Mass., 1996"
R000395,Harold Rogers,Kentucky,Representative,"attended Western Kentucky University, Bowling Green, Ky., 1956-1957; A.B., University of Kentucky, Lexington, Ky., 1962; LL.B., University of Kentucky, Lexington, Ky., 1964; staff sergeant, Kentucky and North Carolina Army National Guard, 1956-1963"
B001282,Andy Barr,Kentucky,Representative,"B.A., University of Virginia, Charlottesville, Va., 1996; J.D., University of Kentucky, Lexington, Ky., 2001"
C001075,Bill Cassidy,Louisiana,Senator,"B.S., Louisiana State University, Baton Rouge, La., 1979; M.D., Louisiana State University Medical School, New Orleans, La., 1983"
K000393,John Kennedy,Louisiana,Senator,"B.A., Vanderbilt University, 1973; J.D., University of Virginia School of Law, 1977; B.C.L., Oxford University, Oxford, England, 1979"
S001176,Steve Scalise,Louisiana,Representative,"B.S., Louisiana State University, Baton Rouge, La., 1989"
C001125,Troy A. Carter,Louisiana,Representative,"B.A., Xavier University, New Orleans, La., 1986; attended Carnegie Mellon University, Pittsburgh, Pa."
H001077,Clay Higgins,Louisiana,Representative,"attended Louisiana State University, Baton Rouge, La., 1979-1983, 1989-1990"
J000299,Mike Johnson,Louisiana,Representative,"B.S., Louisiana State University, Baton Rouge, La., 1995; J.D., Louisiana State University, Baton Rouge, La., 1998"
L000595,Julia Letlow,Louisiana,Representative,"B.A., University of Louisiana, Monroe, La., 2002; M.A., University of Louisiana, Monroe, La., 2005; Ph.D., University of South Florida, Tampa, Fla., 2011; ombudsperson and special projects coordinator, University of Louisiana, Monroe, La.; director, education, resident patient safety, and quality improvement, and clinical instructor, Tulane University, New Orleans, La.; director, marketing and communications, University of Louisiana, Monroe, La.; executive director, external affairs and strategic communications, University of Louisiana, Monroe, La., 2018-2019; executive assistant to president for external affairs and community outreach, University of Louisiana, Monroe, La."
F000110,Cleo Fields,Louisiana,Representative,"B.A., Southern University, 1984, J.D., Southern University Law Center, 1987"
M000133,Edward J. Markey,Massachusetts,Senator,"attended Immaculate Conception Grammar School, Malden, Mass.; B.A., Boston College, Chestnut Hill, Mass., 1968; J.D., Boston College Law School, Chestnut Hill, Mass., 1972"
W000817,Elizabeth Warren,Massachusetts,Senator,"attended George Washington University, 1966-1968; graduated University of Houston, B.S., 1970; graduated Rutgers University, J.D., 1976"
N000015,Richard E. Neal,Massachusetts,Representative,"B.A., American International College, Springfield, Mass., 1972; M.A., University of Hartford, West Hartford, Conn., 1976; staff, Mayor William C. Sullivan, Springfield, Mass., 1973-1978; member of the Springfield, Mass., city council, 1978-1984; Mayor of Springfield, Mass., 1984-1988"
M000312,James P. McGovern,Massachusetts,Representative,"graduated from Worcester Academy, Worcester, Mass, 1977; B.A., American University, Washington, D.C., 1981; M.P.A., American University, Washington, D.C., 1984"
T000482,Lori Trahan,Massachusetts,Representative,"B.S., Georgetown University, Washington, D.C., 1995; attended Harvard University, Cambridge, Mass., 2013"
A000148,Jake Auchincloss,Massachusetts,Representative,"A.B., Harvard University, Cambridge, Mass., 2010; M.B.A., Massachusetts Institute of Technology, Cambridge, Mass., 2016; United States Marine Corps, 2010-2015; member of the Newton, Mass., city council, 2016-2020"
C001101,Katherine M. Clark,Massachusetts,Representative,"B.A., Saint Lawrence University, Canton, N.Y., 1985; J.D., Cornell University, Ithaca, N.Y., 1989; M.P.A., John F. Kennedy School of Government, Harvard University, Cambridge, Mass., 1997"
M001196,Seth Moulton,Massachusetts,Representative,"graduated from Phillips Academy Andover, Andover, Mass., 1997; B.S., Harvard University, Cambridge, Mass., 2001; M.B.A., M.P.P., Harvard University, Cambridge, Mass., 2011; United States Marine Corps, 2002-2008"
P000617,Ayanna Pressley,Massachusetts,Representative,"graduated from Francis W. Parker School, Chicago, Ill., 1992; attended Boston University, Boston, Mass., 1992-1994; staff, United States Representative Joseph P. Kennedy II of Massachusetts, 1996; staff, United States Senator John Kerry of Massachusetts, 1996-2009; member of the Boston, Mass., city council, 2010-2019"
L000562,Stephen F. Lynch,Massachusetts,Representative,"J.D., Boston College, Chestnut Hill, Mass., 1991; M.A., Harvard University, Cambridge, Mass., 1998; member of the Massachusetts state house of representatives, 1995-1996; member of the Massachusetts state senate, 1997-2001"
K000375,William R. Keating,Massachusetts,Representative,"B.A., Boston College, Chestnut Hill, Mass., 1974; M.B.A., Boston College, Chestnut Hill, Mass., 1982; J.D., Suffolk University, Boston, Mass., 1985; member of the Massachusetts state house of representatives, 1977-1984; member of the Massachusetts state senate, 1985-1998; Norfolk County, Mass. district attorney, 1998-2010"
A000382,Angela D. Alsobrooks,Maryland,Senator,"B.A., public policy and Afro-American studies, Duke University, Durham, N.C., 1993; J.D., University of Maryland School of Law, Baltimore, Md., 1996; admitted to the Maryland bar in 1996; intern in the office of District of Columbia Delegate Eleanor Holmes Norton 1993; law clerk to Circuit Court Judge William D. Quarles 1996-1997; assistant state’s attorney, Prince George’s County, Md., 1997-2002; executive liaison for the Prince George’s County Executive 2002-2004; executive director of the Prince George’s County Revenue Authority 2004-2010; state’s attorney of Prince George’s County 2011-2018; executive of Prince George’s County 2018-2024"
V000128,Chris Van Hollen,Maryland,Senator,"B.A., Swarthmore College, Swarthmore, Pa., 1982; M.P.P., Harvard University, Cambridge, Mass., 1985; J.D., Georgetown University, Washington, D.C., 1990"
H001052,Andy Harris,Maryland,Representative,"B.S., Johns Hopkins University, Baltimore, Md., 1977; M.D., Johns Hopkins University, Baltimore, Md., 1980; M.H.S., Johns Hopkins University, Baltimore, Md., 1995"
O000176,"Johnny Olszewski, Jr.",Maryland,Representative,"B.A., Goucher College, Baltimore, Md., 2004; M.A., The George Washington University, Washington, D.C., 2006; Ph.D., University of Maryland Baltimore County, Baltimore, Md., 2017"
E000301,Sarah Elfreth,Maryland,Representative,"B.A., Towson University, Towson, Md., 2010; M.S., Johns Hopkins University, Baltimore, Md., 2012; staff, office of government and community affairs, Johns Hopkins Institutions, 2010-2012; government affairs director, National Aquarium, Baltimore, Md., 2012-2016; adjunct professor, Towson University, Towson, Md., 2019-2024; member of the Maryland state senate, 2019-2025"
I000058,Glenn Ivey,Maryland,Representative,"A.B., Princeton University, Princeton, N.J., 1983; J.D., Harvard University, Cambridge, Mass., 1986"
H000874,Steny H. Hoyer,Maryland,Representative,"B.S., University of Maryland, College Park, 1963; J.D., Georgetown University Law Center, Washington, D.C., 1966"
M001232,April McClain Delaney,Maryland,Representative,"B.A., Northwestern University, Evanston, Ill., 1986; J.D., Georgetown University Law Center, Washington, D.C., 1989"
M000687,Kweisi Mfume,Maryland,Representative,"B.S., Morgan State University, Baltimore, Md., 1976; M.A., Johns Hopkins University, Baltimore, Md., 1984; assistant professor, Morgan State University, Baltimore, Md."
R000606,Jamie Raskin,Maryland,Representative,"A.B., Harvard College, Cambridge, Mass., 1983; J.D. Harvard University, Cambridge, Mass., 1987; assistant attorney general, office of the Mass. state attorney general, 1987-1989; professor, American University Washington College of Law, Washington, D.C., 1990-2017; member of the Maryland state senate, 2007-2016, majority whip, 2012-2016"
K000383,"Angus S. King, Jr.",Maine,Senator,"graduated Dartmouth College, B.A., 1966; graduated University of Virginia, J.D., 1969"
C001035,Susan M. Collins,Maine,Senator,"graduated from St. Lawrence University, Canton, NY 1975"
P000597,Chellie Pingree,Maine,Representative,"attended University of Southern Maine, Portland, Maine, 1973; B.A., College of the Atlantic, Bar Harbor, Maine, 1979"
G000592,Jared F. Golden,Maine,Representative,"attended University of Maine, Farmington, Maine, 2001-2002; B.A., Bates College, Lewiston, Maine, 2011; United States Marines Corps, 2002-2006"
S001208,Elissa Slotkin,Michigan,Senator,"graduated from the Cranbrook Schools, Bloomfield Hills, Mich., 1994; A.B., Cornell University, Ithaca, N.Y., 1998; M.A., Columbia University, New York, N.Y., 2003"
P000595,Gary C. Peters,Michigan,Senator,"B.A., Alma College, Alma, Mich., 1980; M.B.A., finance, University of Detroit, Detroit, Mich., 1984; J.D., Wayne State University, Detroit, Mich., 1989; M.A., philosophy, Michigan State University, East Lansing, Mich., 2007; diploma, Naval Command and Staff, U.S. Naval War College, Newport, R.I., 2018; M.A., political science, Wayne State University, Detroit, Mich., 2020"
B001301,Jack Bergman,Michigan,Representative,"B.A., Gustavus Adolphus College, St. Peter, Minn., 1969; M.B.A., University of West Florida, Pensacola, Fla., 1975; United States Marine Corps, 1969-2009"
M001194,John R. Moolenaar,Michigan,Representative,"B.A., Hope College, Holland, Mich., 1983; M.P.A., Harvard University, Cambridge, Mass., 1989"
S001221,Hillary J. Scholten,Michigan,Representative,"B.A., Gordon College, Wenham, Mass., 2004; J.D., University of Maryland School of Law, Baltimore, Md., 2011"
H001058,Bill Huizenga,Michigan,Representative,"B.A., Calvin College, Grand Rapids, Mich., 1991"
W000798,Tim Walberg,Michigan,Representative,"attended Western Illinois University, Macomb, Ill., 1969-1970; attended Moody Bible College Institute, Chicago, Ill., 1970-1973; B.S., Fort Wayne Bible College, Fort Wayne., Ind., 1975; M.A., Wheaton College, Wheaton, Ill., 1978"
D000624,Debbie Dingell,Michigan,Representative,"graduated from the Academy of the Sacred Heart, Bloomfield Hills, Mich., 1971; B.S.F.S., Georgetown University, Washington, D.C., 1975; M.S., Georgetown University, Washington, D.C., 1996"
B001321,Tom Barrett,Michigan,Representative,"B.A., Western Michigan University, Kalamazoo, Mich., 2007; United States Army, 2000-2022"
M001237,Kristen McDonald Rivet,Michigan,Representative,"B.A., Michigan State University, East Lansing, Mich., 1992; M.P.A, University of Michigan Flint, Flint, Mich., 2010"
M001136,Lisa C. McClain,Michigan,Representative,"attended Lansing Community College, Lansing, Mich.; B.B.A., Northwood University, Midland, Mich., 1997"
J000307,John James,Michigan,Representative,"B.S., United States Military Academy, West Point, N.Y., 2004; M.P.A., Pennsylvania State University, State College, Pa., 2014; M.B.A., University of Michigan, Ann Arbor, Mich., 2015; United States Army, 2004-2012"
S001215,Haley M. Stevens,Michigan,Representative,"B.A., American University, Washington, D.C., 2005; M.A., American University, Washington, D.C., 2007"
T000481,Rashida Tlaib,Michigan,Representative,"B.A., Wayne State University, Detroit, Mich., 1998; J.D., Western Michigan University, Lansing, Mich., 2004"
T000488,Shri Thanedar,Michigan,Representative,"B.S., Karnatak University, Dharwad, India, 1973; M.S., University of Bombay (now University of Mumbai), Bombay, India, 1977; Ph.D., University of Akron, Akron, Ohio, 1982; postdoctoral research, University of Michigan, Ann Arbor, Mich., 1982-1984; M.B.A., Fontbonne University, St. Louis, Mo., 1987"
K000367,Amy Klobuchar,Minnesota,Senator,"attended the public schools in Plymouth; graduated magna cum laude Yale University 1982; J.D., University of Chicago 1985"
S001203,Tina Smith,Minnesota,Senator,"B.A., Stanford University, 1980; M.B.A., Dartmouth College, Tuck School of Business, 1984"
F000475,Brad Finstad,Minnesota,Representative,"B.S., University of Minnesota, Minneapolis, Minn.; staff, United States Representative Mark Kennedy of Minnesota, 2001-2002"
C001119,Angie Craig,Minnesota,Representative,"B.A., University of Memphis, Memphis, Tenn., 1994"
M001234,Kelly Morrison,Minnesota,Representative,"graduated from The Blake School, Minneapolis, Minn., 1987; B.A., Yale University, New Haven, Conn., 1991; attended Boston University, Boston, Mass.; M.D., Case Western Reserve University, Cleveland, Ohio, 1997"
M001143,Betty McCollum,Minnesota,Representative,"A.A., Inver Hills Community College, Inver Grove Heights, Minn., 1980; B.A., College of St. Catherine, St. Paul, Minn., 1987; member of the Minnesota state house of representatives, 1992-2001"
O000173,Ilhan Omar,Minnesota,Representative,"B.A., North Dakota State University, Fargo, N. Dak., 2011; B.S., North Dakota State University, Fargo, N. Dak., 2011"
E000294,Tom Emmer,Minnesota,Representative,"graduated from St. Thomas Academy, Mendota Heights, Minn., 1979; B.A., University of Alaska, Fairbanks, Alaska, 1984; J.D., Mitchell College of Law, St. Paul, Minn., 1988"
F000470,Michelle Fischbach,Minnesota,Representative,"attended College of Saint Benedict, St. Joseph, Minn., 1984-1986; B.A., St. Cloud State University, St. Cloud, Minn., 1989; J.D., William Mitchell College of Law, Saint Paul, Minn., 2011; member of the Paynesville, Minn., city council, 1996-1996; member of the Minnesota state senate, 1996-2018; lieutenant governor of Minnesota, 2018-2019"
S001212,Pete Stauber,Minnesota,Representative,"B.S., Lake Superior State University, Sault Sainte Marie, Mich., 1990"
S001227,Eric Schmitt,Missouri,Senator,"B.A., political science, Truman State University, Kirksville, Mo., 1997; J.D., Saint Louis University School of Law, 2000"
H001089,Josh Hawley,Missouri,Senator,"B.A., history, Stanford University, 2002; J.D., Yale Law School, 2006"
B001324,Wesley Bell,Missouri,Representative,"attended St. Louis Community College-Florissant Valley, Ferguson, Mo.; B.A., Lindenwood University, Saint Charles, Mo., 2011-2018; J.D., University of Missouri, Columbia, Mo.; faculty member, St. Louis Community College-Florissant Valley, Ferguson, Mo., 2011-2018"
W000812,Ann Wagner,Missouri,Representative,"graduated from Cor Jesu Academy, St. Louis, Mo., 1980; B.S.B.A., University of Missouri, Columbia, Mo., 1984"
O000177,"Robert F. Onder, Jr.",Missouri,Representative,"B.A., Washington University, St. Louis, Mo.; M.D., Washington University, St. Louis, Mo., 1987; J.D., St. Louis University, St. Louis, Mo."
A000379,Mark Alford,Missouri,Representative,"attended Lee College, Baytown, Tex.; attended Southwest Texas State College, San Marcos, Tex.; attended University of Texas, Austin, Tex."
C001061,Emanuel Cleaver,Missouri,Representative,"B.S., Prairie View A&M University, Prairie View, Tex., 1972; M.Div., St. Paul School of Theology, Kansas City, Mo., 1974"
G000546,Sam Graves,Missouri,Representative,"B.S., University of Missouri, Columbia, Mo., 1986; member of the Missouri state house of representatives, 1992-1994; member of the Missouri state senate, 1994-2000"
B001316,Eric Burlison,Missouri,Representative,"B.A., Missouri State University, Springfield, Mo.; M.B.A., Missouri State University, Springfield, Mo., 2002"
S001195,Jason Smith,Missouri,Representative,"B.S., University of Missouri, Columbia, Mo., 2001; J.D., Oklahoma City University School of Law, Oklahoma City, Oklahoma, 2004"
K000404,Kimberlyn King-Hinds,Northern Mariana Islands (US Territory),Representative,"B.A., Loyola Marymount University, Los Angeles, Calif., 2000; M.H.R.M., University of Hawaii, Manoa, Hawaii, 2007; J.D., University of Hawaii, Manoa, Hawaii, 2014"
H001079,Cindy Hyde-Smith,Mississippi,Senator,"graduated Copiah-Lincoln Community College; B.A., University of Southern Mississippi, 1981"
W000437,Roger F. Wicker,Mississippi,Senator,"B.A., University of Mississippi, University, Miss., 1973; J.D., University of Mississippi, University, Miss. 1975"
K000388,Trent Kelly,Mississippi,Representative,"A.A., East Central Community College, Decatur, Miss., 1986; B.A., University of Mississippi, University, Miss., 1989; J.D., University of Mississippi, Oxford, Miss., 1994; M.A., United States Army War College, Carlisle, Pa., 2010"
T000193,Bennie G. Thompson,Mississippi,Representative,"B.A., Tougaloo College, Tougaloo, Miss., 1968; M.S., Jackson State University, Jackson, Miss., 1972"
G000591,Michael Guest,Mississippi,Representative,"B.S., Mississippi State University, Starkville, Miss., 1993; J.D., University of Mississippi, Oxford, Miss., 1995; Madison and Rankin County, Miss., assistant district attorney, 1994-2008; Madison and Rankin County, Miss., district attorney, 2008-2019"
E000235,Mike Ezell,Mississippi,Representative,"graduated from Federal Bureau of Investigation National Academy, Quantico, Va., 1990; B.S., University of Southern Mississippi, Hattiesburg, Miss., 1997"
D000618,Steve Daines,Montana,Senator,"B.S., Montana State University, Bozeman, Mont., 1984"
S001232,Tim Sheehy,Montana,Senator,"graduated St. Paul Academy, St. Paul, Minn., 2004; B.S., United States Naval Academy, Annapolis, Md., 2008"
Z000018,Ryan K. Zinke,Montana,Representative,"B.S., University of Oregon, Eugene, Ore., 1984; M.B.A., National University, San Diego, Calif., 1991; M.S., University of San Diego, Calif., 2003; United States Navy, 1985-2008"
D000634,Troy Downing,Montana,Representative,"attended New York University, New York, N.Y.; United States Air Force and California Air National Guard, 2001-2009"
B001305,Ted Budd,North Carolina,Senator,"B.S., Appalachian State University, Boone, N.C., 1994; M.A., Dallas Theological Seminary, Dallas, Tex., 1998; M.B.A., Wake Forest University, Winston-Salem, N.C., 2007"
T000476,Thom Tillis,North Carolina,Senator,"B.A., University of Maryland University College, 1997"
D000230,Donald G. Davis,North Carolina,Representative,"B.S., United States Air Force Academy, Colorado Springs, Colo., 1994; M.S., Central Michigan University, Mt. Pleasant, Mich., 1997; M.A., East Carolina University, Greenville, N.C., 2001; Ed.D., East Carolina University, Greenville, N.C., 2007; United States Air Force, 1994-2001; assistant professor, East Carolina University, Greenville, N.C., 1998-2001; adjunct professor, East Carolina University, Greenville, N.C., 2001-2007"
R000305,Deborah K. Ross,North Carolina,Representative,"A.B., Brown University, Providence, R.I., 1985; J.D., University of North Carolina, Chapel Hill, N.C., 1990"
M001210,Gregory F. Murphy,North Carolina,Representative,"graduated from Davidson College, Davidson, N.C., 1985; M.D., University of North Carolina, Chapel Hill, N.C. 1989"
F000477,Valerie P. Foushee,North Carolina,Representative,"B.A., University of North Carolina, Chapel Hill, N.C., 2008; staff, Chapel Hill, N.C., police department, 1987-2008; member of the Chapel Hill-Carrboro City board of education, 1997-2004, chair, 2001-2003; member of the Orange County, N.C., board of commissioners, 2004-2012; chair, 2008-2010; member of the North Carolina state house of representatives, 2013; member of the North Carolina state senate, 2013-2022"
F000450,Virginia Foxx,North Carolina,Representative,"A.B., University of North Carolina, Chapel Hill, N.C., 1968; M.A.C.T., University of North Carolina, Chapel Hill, N.C., 1972; Ed.D., University of North Carolina, Greensboro, N.C., 1985; instructor, Caldwell Community College, Hudson, N.C.; instructor, Appalachian State University, Boone, N.C.; assistant dean, Appalachian State University, Boone, N.C.; president, Mayland Community College, Spruce Pine, N.C., 1987-1994"
M001240,Addison P. McDowell,North Carolina,Representative,"B.A., University of North Carolina, Charlotte, N.C., 2016; staff, United States Representative Theodore Paul Budd of North Carolina, 2017-2019"
R000603,David Rouzer,North Carolina,Representative,"B.S., North Carolina State University, Raleigh, N.C., 1994"
